6
Rengar,Mordekaiser,Taric,Trundle,Galio,Soraka,Fiora,Tristana,Brand,Tryndamere
Fiora,Varus,Fizz,Cho’Gath,Vayne,Orianna,Diana,Sivir,Jarvan,Leona
Taric,Karma,Thresh,Morgana,Talon,Hecarim,Gragas,Cho’Gath,Pantheon,Mordekaiser
Riven,Rengar,Vayne,Diana,Soraka,Rammus,Janna,Galio,Jax,Singed
Karma,Trundle,Janna,Alistar,Karthus,Vi,Brand,Maokai,Jayce,Mordekaiser
Garen,Mordekaiser,Swain,Shaco,Shyvana,Evelynn,Olaf,Karthus,Teemo,Fiora
Vi,Heimerdinger,Hecarim,Sejuani,Cho'Gath,Mordekaiser,Caitlyn,Varus,Kassadin,Miss,1
Veigar,Lux,Vi,Karma,Cho'Gath,Jarvan,Corki,Shyvana,Twisted,Fiddlesticks,1
Teemo,Fizz,Urgot,Janna,Evelynn,Vi,Skarner,Poppy,Taric,Tryndamere,1
Diana,Shaco,Ashe,Twisted,Pantheon,Mordekaiser,Evelynn,Leona,Cassiopeia,Soraka,2
Tristana,Maokai,Nautilus,Swain,Singed,Dr.Mundo,Nidalee,Nasus,Graves,Karthus,1
Anivia,Taric,Graves,Nidalee,Rengar,Draven,Lulu,Cho'Gath,Evelynn,Irelia,1
Master,Orianna,Nautilus,Karthus,Cho'Gath,Twitch,Anivia,Viktor,Vayne,Kayle,1
Fiddlesticks,Teemo,Lulu,Blitzcrank,Singed,Master,Annie,Kha'Zix,Trundle,Mordekaiser,2
Ashe,Vayne,Fiora,Evelynn,Kayle,Diana,Leona,Nautilus,Garen,Kha'Zix,1
Elise,Galio,Fiddlesticks,Fiora,Gragas,Master,Corki,Amumu,Karma,Kennen,1
Annie,Alistar,Fiora,Jayce,Brand,Akali,Lux,Galio,Fizz,Karma,2
Kayle,Tryndamere,Lulu,Fiddlesticks,Diana,Pantheon,Malphite,Swain,Kennen,Nautilus,1
Lee,Darius,Alistar,Riven,Galio,Fizz,Twitch,Evelynn,Ashe,Orianna,2
Malphite,Jax,Shen,Annie,Galio,Nautilus,Nidalee,Shaco,Lulu,Dr.Mundo,1
Sona,Udyr,Karma,Elise,Akali,Caitlyn,Twisted,Kassadin,Blitzcrank,Shen,2
Fiddlesticks,Thresh,Alistar,Kayle,Ashe,Shyvana,Caitlyn,Jax,Lulu,Mordekaiser,1
Soraka,Brand,Syndra,Darius,Caitlyn,Mordekaiser,Taric,Rumble,Kassadin,Thresh,2
Rumble,Syndra,Kennen,Garen,Caitlyn,Graves,Cho'Gath,Heimerdinger,Thresh,Pantheon,2
Darius,Vayne,Elise,Draven,Jax,Sejuani,Twitch,Blitzcrank,Cassiopeia,Fizz,1
Nidalee,Galio,Karma,Diana,Alistar,Sivir,Fizz,Heimerdinger,Caitlyn,Graves,2
Rumble,Mordekaiser,Heimerdinger,Nidalee,Orianna,Akali,Renekton,Lulu,Nasus,Nami,1
Trundle,Nunu,Jax,Fiora,Ashe,Kog'Maw,Shyvana,Garen,Cho'Gath,Kayle,1
Blitzcrank,Lulu,Garen,Galio,Ashe,Jax,Elise,Ezreal,Cho'Gath,Caitlyn,2
Cassiopeia,Poppy,Riven,Akali,Hecarim,Kayle,Kog'Maw,Caitlyn,Alistar,Taric,2
Kha'Zix,Morgana,Fiora,Fiddlesticks,Trundle,Soraka,Karma,Cho'Gath,Alistar,Leona,1
Twisted,Olaf,Malphite,Teemo,Leona,Caitlyn,Orianna,Hecarim,Nidalee,Trundle,2
Corki,Shyvana,Viktor,Alistar,Caitlyn,Kayle,Orianna,Anivia,Miss,Taric,2
Trundle,Shen,Blitzcrank,Evelynn,Caitlyn,Heimerdinger,Kennen,Singed,Lulu,Kog'Maw,2
Thresh,Nidalee,Mordekaiser,Pantheon,Kog'Maw,Skarner,Master,Talon,Jax,Varus,2
Shaco,Nasus,Morgana,Draven,Fiora,Shyvana,Diana,Mordekaiser,Karthus,Elise,1
Karma,Cho'Gath,Annie,Talon,Darius,Vayne,Karthus,Varus,Nautilus,Ryze,2
Soraka,Varus,Shaco,Ezreal,Rammus,Poppy,Trundle,Lulu,Shen,Annie,2
Heimerdinger,Nocturne,Singed,Rengar,Twitch,Kog'Maw,Urgot,Dr.Mundo,Ryze,Malzahar,2
Nasus,Lulu,Darius,Heimerdinger,Master,Maokai,Skarner,Kayle,Urgot,Lee,1
Graves,LeBlanc,Caitlyn,Poppy,Shaco,Sejuani,Mordekaiser,Kassadin,Fiora,Lux,2
Varus,Miss,Teemo,Twitch,Janna,Alistar,Amumu,Soraka,Heimerdinger,Sejuani,2
Ezreal,Taric,Brand,Thresh,Twitch,Udyr,Karthus,Kassadin,Vi,Cho'Gath,2
Sona,Ezreal,Maokai,Caitlyn,Master,Shaco,Thresh,Rumble,Vi,Fiora,1
Galio,Ryze,Mordekaiser,Olaf,Sejuani,Kennen,Amumu,Shaco,Gragas,Sona,1
Skarner,Soraka,Renekton,Elise,Dr.Mundo,Kayle,Tryndamere,Syndra,Vi,Shaco,1
Thresh,LeBlanc,Fizz,Akali,Nami,Diana,Pantheon,Olaf,Heimerdinger,Annie,2
Lux,Riven,Trundle,Heimerdinger,Elise,Mordekaiser,Shyvana,Katarina,Twisted,Corki,1
Caitlyn,Galio,Amumu,Nasus,Sejuani,Blitzcrank,Orianna,Vi,Cho'Gath,Ezreal,1
Elise,Annie,Swain,Varus,Tristana,Ezreal,Twitch,Shyvana,Urgot,Garen,2
Kennen,Diana,Teemo,Veigar,Brand,Cho'Gath,Morgana,Garen,Taric,Olaf,1
Ezreal,Orianna,Kassadin,Nasus,Garen,Nunu,Jarvan,Miss,Singed,Sivir,1
Kayle,Jarvan,Twisted,Galio,Twitch,Orianna,Rumble,Fizz,Veigar,Ashe,2
Pantheon,Alistar,Brand,Miss,Shyvana,Sona,Elise,Soraka,Swain,Nidalee,1
Janna,Nautilus,Lulu,Elise,Fiora,Garen,Trundle,Anivia,Blitzcrank,Twitch,2
Shyvana,Singed,Tristana,Hecarim,Lee,Caitlyn,Ashe,Fiora,Udyr,Lulu,2
Trundle,Master,Morgana,Lux,Renekton,Tristana,Shyvana,Thresh,Malphite,Orianna,1
Ezreal,Fiora,Cassiopeia,Rammus,Heimerdinger,Annie,Brand,Elise,Jayce,Nami,1
Kayle,Twisted,Morgana,Heimerdinger,Shyvana,Maokai,Rumble,Katarina,Jayce,Evelynn,2
Lee,Sona,Hecarim,Sion,Fiora,Singed,Morgana,Diana,Garen,Evelynn,2
Pantheon,Tryndamere,Kayle,Akali,Nautilus,Shaco,Dr.Mundo,Tristana,Rumble,Darius,1
Soraka,Kayle,Nasus,Varus,Karthus,Gragas,Irelia,Rumble,Lulu,Sejuani,1
Nasus,Malzahar,Tristana,Fiora,Elise,Twisted,Ashe,Heimerdinger,Urgot,Twitch,2
Shaco,Jax,Lulu,Taric,Master,Kha'Zix,Galio,Nocturne,Rammus,Morgana,1
Mordekaiser,Trundle,Rengar,Thresh,Master,Kayle,Malphite,Nocturne,Kennen,Gragas,2
Diana,Blitzcrank,Dr.Mundo,Kog'Maw,Twisted,Kayle,Morgana,Poppy,Vayne,Tristana,2
Leona,Nunu,Vi,Kog'Maw,Swain,Cho'Gath,Pantheon,Nautilus,Galio,Skarner,2
Orianna,Vi,Kayle,Tristana,Akali,Elise,Rengar,Jayce,Kennen,Master,1
Lulu,Fiddlesticks,Janna,Hecarim,Kha'Zix,Varus,Orianna,Katarina,Kayle,Annie,2
Draven,Jayce,Galio,Blitzcrank,Dr.Mundo,Diana,Thresh,Soraka,Fiora,Trundle,1
Twitch,Swain,Kassadin,Nasus,Lee,Mordekaiser,Orianna,Elise,Morgana,Tristana,1
Fiora,Thresh,Vi,Nocturne,Shyvana,Orianna,Nautilus,Amumu,Diana,Anivia,1
Kog'Maw,Brand,Irelia,Riven,Talon,Soraka,Shyvana,Trundle,Teemo,Shen,2
Blitzcrank,Draven,LeBlanc,Garen,Tryndamere,Fiora,Urgot,Darius,Rumble,Tristana,2
Maokai,Orianna,Evelynn,Twisted,Heimerdinger,Alistar,Elise,Diana,Rumble,Fiora,1
Lee,Irelia,Karma,Darius,Leona,Jayce,Skarner,Twitch,Akali,Mordekaiser,2
Lux,Shaco,Nami,Trundle,Tryndamere,Alistar,Shyvana,Orianna,Katarina,Garen,1
Shyvana,Evelynn,Kha'Zix,Malzahar,Diana,Olaf,Tristana,Dr.Mundo,Soraka,Taric,2
Nunu,Thresh,Evelynn,Trundle,Soraka,Jax,Gragas,Lux,Twitch,Skarner,1
Akali,Orianna,Rammus,Blitzcrank,Shyvana,Fiora,Nunu,Cho'Gath,Thresh,Corki,1
Urgot,Thresh,Miss,Elise,Malphite,Diana,Rengar,Shaco,Soraka,Draven,1
Nidalee,Vayne,Anivia,Riven,Ezreal,Udyr,Soraka,Diana,Sejuani,Gragas,1
Diana,Mordekaiser,Udyr,Ryze,Karthus,Sion,Garen,Gragas,Vayne,Tryndamere,2
Nasus,Diana,Nami,Swain,Miss,Orianna,Kayle,Graves,Twitch,Ryze,2
Diana,Nasus,Mordekaiser,Fiora,Twisted,Varus,Lulu,Vi,Annie,Kayle,1
Rammus,Kha'Zix,Talon,Syndra,Karma,Annie,Diana,Nasus,Mordekaiser,Cho'Gath,2
Poppy,Tristana,Ashe,Fizz,Ezreal,Urgot,Soraka,Thresh,Fiora,Annie,1
Kayle,Morgana,Teemo,Amumu,Cho'Gath,Nautilus,Garen,Kha'Zix,Mordekaiser,Galio,2
Shaco,Shyvana,Fiddlesticks,Kha'Zix,Garen,Brand,Elise,Miss,Evelynn,Riven,2
Kassadin,Nasus,Darius,Katarina,Kog'Maw,Heimerdinger,Gragas,Karthus,Karma,Hecarim,1
Rumble,Nunu,Vayne,Graves,Morgana,Brand,Darius,Corki,Teemo,Sona,2
Shyvana,Caitlyn,Twisted,Corki,Renekton,Darius,Garen,Viktor,Sona,Kha'Zix,2
Galio,Alistar,Nidalee,Shaco,Cho'Gath,Tryndamere,Olaf,Riven,Karma,Diana,1
Thresh,Veigar,Galio,Fiora,Lux,Tristana,Swain,Orianna,Trundle,Poppy,1
Leona,Elise,Dr.Mundo,Evelynn,Rammus,Graves,Lux,Gragas,Malphite,Katarina,2
Teemo,Alistar,Ezreal,Garen,Ashe,Gragas,Cho'Gath,Annie,Jayce,Lux,2
Kennen,Soraka,Nunu,Jarvan,Brand,Fiora,Annie,Draven,Akali,Trundle,1
Morgana,Fiora,Tristana,Draven,Anivia,Sion,Twisted,Kha'Zix,Ezreal,Darius,1
Mordekaiser,Thresh,Kha'Zix,Ezreal,Anivia,Fiddlesticks,Kayle,Orianna,Shyvana,Vi,2
Blitzcrank,Poppy,Kayle,Tryndamere,Master,Graves,Orianna,Teemo,Nunu,Pantheon,1
Lulu,Morgana,Graves,Syndra,Twisted,Rumble,Akali,Fiora,Sona,Draven,1
Udyr,Jayce,Twisted,Urgot,Trundle,Malphite,Nasus,Gragas,Brand,Orianna,1
Alistar,Shyvana,Ashe,Graves,Akali,Heimerdinger,Poppy,Twisted,Kayle,Corki,2
Ezreal,Corki,Sona,Master,Katarina,LeBlanc,Hecarim,Karma,Jax,Nasus,1
Fizz,Irelia,Fiora,Miss,Swain,Veigar,Riven,Diana,Corki,Twisted,2
Shyvana,Twisted,Corki,Nocturne,Nami,Shen,Draven,Caitlyn,Cho'Gath,Blitzcrank,2
Orianna,Sion,Thresh,Urgot,Taric,Twisted,Anivia,Fiora,Lulu,Evelynn,1
Orianna,Rumble,Shyvana,Annie,Veigar,Morgana,LeBlanc,Cho'Gath,Miss,Poppy,1
Singed,Kennen,Thresh,Elise,Shen,Sion,Ashe,Swain,Urgot,Kassadin,2
Kayle,Nasus,Garen,Evelynn,Swain,Veigar,Ashe,Diana,Akali,Taric,1
Cho'Gath,Heimerdinger,LeBlanc,Amumu,Akali,Diana,Katarina,Nasus,Twisted,Alistar,2
Ashe,Jarvan,Annie,Diana,Vi,Nautilus,Viktor,Lee,Cho'Gath,Nunu,1
Veigar,Sona,Amumu,Olaf,Sivir,Mordekaiser,Trundle,Urgot,Lulu,Rumble,1
Veigar,Twisted,Rengar,Tryndamere,Shyvana,Shen,Draven,Jarvan,Kassadin,Elise,2
Sejuani,Udyr,Master,Trundle,Swain,Lux,Malzahar,Veigar,Nunu,Thresh,2
Poppy,Orianna,Nocturne,Renekton,Vi,Gragas,Fiora,Shaco,Diana,Vayne,2
Shen,Kennen,Nunu,Shaco,Taric,Kha'Zix,Shyvana,Trundle,Tristana,Poppy,1
Alistar,Cho'Gath,Annie,Talon,Shyvana,Mordekaiser,Fiora,Karthus,Garen,Diana,2
Varus,Alistar,Cho'Gath,Master,Darius,Taric,Irelia,Trundle,Diana,Corki,2
Nunu,Rumble,Fiora,Nocturne,Morgana,Brand,Soraka,Thresh,Jayce,Darius,1
Kayle,Ashe,Fiddlesticks,Morgana,Viktor,Fiora,Sona,Lee,Diana,Riven,1
Lulu,Ryze,Malphite,Garen,Maokai,Twisted,Teemo,Veigar,Shyvana,Corki,2
Darius,Anivia,Alistar,Maokai,Vayne,Akali,Renekton,Veigar,Corki,Galio,2
Teemo,Caitlyn,Urgot,Fizz,Diana,Orianna,Kayle,Udyr,Rammus,Poppy,2
Elise,Soraka,Katarina,Veigar,Kog'Maw,Poppy,Akali,Gragas,Fiora,Shyvana,2
Nidalee,Soraka,Trundle,Dr.Mundo,Ashe,Teemo,Blitzcrank,Nunu,Kennen,Heimerdinger,1
Katarina,Draven,Nidalee,Annie,Blitzcrank,Pantheon,Ashe,Gragas,Alistar,Fiora,2
Ashe,Janna,Singed,Elise,Teemo,Lee,Rammus,Viktor,Darius,Diana,2
Katarina,Vi,Shaco,Kennen,Cassiopeia,Anivia,Garen,Ezreal,Brand,Graves,2
Jayce,Corki,Twisted,Lee,Garen,Cho'Gath,Draven,Heimerdinger,Shaco,Singed,2
Miss,Annie,Sona,Sejuani,Kha'Zix,Kassadin,Ashe,Thresh,Soraka,Irelia,2
Shyvana,Katarina,Thresh,Malzahar,Mordekaiser,Vayne,Singed,Skarner,Fiora,Riven,1
Urgot,Rumble,Thresh,Galio,Sejuani,Miss,Akali,Corki,Lux,Vayne,2
Diana,Orianna,Ryze,Corki,Blitzcrank,Kha'Zix,Fiora,Cho'Gath,Thresh,Alistar,1
Tryndamere,Nunu,Darius,Kog'Maw,Dr.Mundo,Kayle,Janna,Alistar,Rengar,Karma,2
Vayne,Sivir,Leona,Dr.Mundo,Kennen,Malzahar,Pantheon,Diana,Rengar,Morgana,1
Caitlyn,Jax,Fiora,Tryndamere,Annie,Orianna,Lux,Alistar,Cho'Gath,Thresh,2
Elise,Soraka,Rammus,Amumu,Diana,Graves,Thresh,Vayne,Twitch,Jarvan,2
Draven,Fiora,Urgot,Tristana,Shyvana,Trundle,Anivia,Rumble,Poppy,Jarvan,1
Mordekaiser,Twisted,Shyvana,Caitlyn,Nunu,Master,Karthus,Twitch,Morgana,Fiora,1
Talon,Singed,Amumu,LeBlanc,Nami,Kayle,Malphite,Tristana,Nocturne,Dr.Mundo,2
Morgana,Janna,Mordekaiser,Diana,Anivia,Kayle,Trundle,Nasus,Shaco,Kha'Zix,2
Maokai,Urgot,Teemo,Shyvana,Nami,Alistar,Sejuani,Garen,Kayle,Gragas,1
Jarvan,Nocturne,Jax,Janna,Cho'Gath,Ashe,Nunu,Heimerdinger,Tristana,Rammus,2
Vi,Jax,Caitlyn,Renekton,Corki,Shaco,Nami,Master,Lulu,Diana,2
Darius,Mordekaiser,Shaco,Shyvana,Taric,Trundle,Leona,Teemo,Nasus,Miss,1
Alistar,Kayle,Master,Garen,Nasus,Akali,Tristana,Kennen,Singed,Veigar,2
Orianna,Alistar,Maokai,Sivir,Shaco,Mordekaiser,Pantheon,Shyvana,Poppy,Viktor,1
Lulu,Poppy,Elise,Teemo,Nunu,Kog'Maw,Kennen,Diana,Draven,Morgana,1
Draven,Katarina,Soraka,Elise,Fiora,Twitch,Skarner,Fiddlesticks,Jayce,Akali,1
Kha'Zix,Kassadin,Fiora,Vayne,Diana,Shyvana,Poppy,Vi,Maokai,Cho'Gath,2
Elise,Heimerdinger,Nidalee,Poppy,Morgana,Pantheon,Fiora,Blitzcrank,LeBlanc,Graves,1
Garen,Morgana,Swain,Nocturne,Orianna,Renekton,Syndra,Diana,Galio,Shyvana,1
Kog'Maw,Nocturne,Draven,Cho'Gath,Udyr,Gragas,Trundle,Hecarim,Taric,Brand,2
Rammus,Sejuani,Maokai,Ryze,Teemo,Evelynn,Miss,Corki,Brand,Garen,1
Karthus,Jarvan,Twisted,Hecarim,Malzahar,Kassadin,Caitlyn,Elise,Fiddlesticks,Ashe,2
Twisted,Darius,Singed,Vayne,Corki,Karma,Sion,Fiora,Soraka,Leona,1
Morgana,Mordekaiser,Twitch,Veigar,Diana,Swain,Orianna,Elise,Karthus,Caitlyn,1
Sivir,Fiora,Jax,Kennen,Skarner,Galio,Akali,Diana,Twisted,Thresh,2
Thresh,Malphite,Nautilus,Cassiopeia,Swain,Twitch,Hecarim,Renekton,Sejuani,Orianna,2
Thresh,Morgana,Heimerdinger,Pantheon,Brand,Swain,Gragas,Kha'Zix,Kassadin,Urgot,2
Nasus,Blitzcrank,Jax,Cho'Gath,Corki,Diana,Galio,Graves,Orianna,Teemo,1
Galio,Diana,Fiora,Singed,Heimerdinger,Skarner,Caitlyn,Shaco,Teemo,Karthus,1
Blitzcrank,Pantheon,Diana,Rumble,Corki,Mordekaiser,Gragas,Varus,Galio,Malphite,2
Mordekaiser,Nami,Garen,Shyvana,Kha'Zix,Evelynn,Shaco,Miss,Lee,Nasus,2
Trundle,Morgana,Shyvana,Anivia,Fiora,Mordekaiser,Riven,Ashe,Katarina,Nunu,1
Diana,Twitch,Irelia,Morgana,Miss,LeBlanc,Caitlyn,Teemo,Renekton,Kha'Zix,1
Diana,Corki,Urgot,Ryze,Annie,Shyvana,Jax,Caitlyn,Orianna,Blitzcrank,2
Rengar,Fiora,Master,Trundle,Morgana,Thresh,Twisted,Kog'Maw,Malzahar,Sion,2
Varus,Nautilus,Karthus,Caitlyn,Orianna,Malzahar,Annie,Elise,Trundle,Akali,2
Gragas,Viktor,Rammus,Akali,Orianna,Shaco,Kog'Maw,Olaf,Poppy,Cho'Gath,1
Kayle,Corki,Sona,Garen,Fiora,Trundle,Vi,Ezreal,Mordekaiser,Kassadin,2
Urgot,Cassiopeia,Evelynn,Mordekaiser,Graves,Singed,Sejuani,Syndra,Caitlyn,Rumble,1
Mordekaiser,Swain,Draven,Akali,Pantheon,Renekton,Nami,Rammus,Kog'Maw,Shen,2
Garen,Kayle,Alistar,Ezreal,Pantheon,Mordekaiser,Shaco,Sona,Fiora,Urgot,1
Amumu,Nocturne,Ryze,Elise,Trundle,Miss,Corki,Twisted,Talon,Urgot,1
Jarvan,Kennen,Sona,Caitlyn,Kayle,Vayne,Kassadin,Galio,Master,Urgot,1
Tryndamere,Sejuani,Nocturne,Draven,Lee,Galio,Cho'Gath,Amumu,Morgana,Mordekaiser,1
Lux,Galio,Nasus,Gragas,Alistar,Singed,Poppy,Rumble,Cho'Gath,Diana,2
Mordekaiser,Twisted,Shaco,Lux,Elise,Malzahar,Shyvana,Pantheon,Maokai,Fiddlesticks,2
Hecarim,Darius,Lee,Varus,Caitlyn,Udyr,Diana,Ezreal,Kog'Maw,Orianna,2
Caitlyn,Elise,Morgana,Viktor,Shaco,Vayne,Galio,Graves,Poppy,Pantheon,1
Kayle,Karma,Nautilus,Cho'Gath,Twisted,Mordekaiser,Corki,Kennen,Katarina,Shyvana,2
Morgana,Ryze,Fiora,Darius,Alistar,Kayle,Sejuani,Sona,Kog'Maw,Taric,2
Sivir,Sona,Trundle,Thresh,Diana,Teemo,Leona,Sejuani,Akali,Annie,1
Rengar,Blitzcrank,Elise,Janna,Cho'Gath,Varus,Teemo,Shyvana,Tristana,Malphite,1
Shaco,Mordekaiser,Leona,Anivia,Twisted,Udyr,Lulu,Trundle,Darius,Jayce,2
Rengar,Shyvana,Vi,Alistar,Graves,Soraka,Kayle,Corki,Twisted,LeBlanc,1
Sona,Rammus,Janna,Brand,Caitlyn,Rengar,Trundle,Thresh,Annie,Varus,1
Vi,Blitzcrank,Trundle,Maokai,Akali,Cho'Gath,Fiddlesticks,Kassadin,Kha'Zix,Mordekaiser,2
Morgana,Mordekaiser,Swain,Alistar,Shyvana,Nami,Karma,Tryndamere,Poppy,Twitch,2
Darius,Nasus,Kha'Zix,Caitlyn,Thresh,Ryze,Shyvana,Poppy,Malzahar,Amumu,2
Karma,Garen,Talon,Fiddlesticks,Nocturne,Morgana,Miss,Cassiopeia,Hecarim,Annie,2
Soraka,Jax,Fiddlesticks,Sion,Galio,Shyvana,Alistar,Elise,Akali,Kayle,1
Shaco,Urgot,Kassadin,Katarina,Morgana,Fiora,Trundle,Jax,Blitzcrank,Soraka,1
Tristana,Urgot,Nasus,Sona,Mordekaiser,Twitch,Twisted,Swain,Kayle,Morgana,1
Jax,Nami,Jayce,Annie,Kha'Zix,Leona,Soraka,Kayle,Sona,Morgana,1
Diana,Swain,Fiora,Thresh,Taric,Vi,Ezreal,Vayne,Graves,Dr.Mundo,2
Shyvana,Corki,Dr.Mundo,Kassadin,Alistar,Fizz,Graves,Trundle,Ryze,Mordekaiser,2
Draven,Renekton,Heimerdinger,Olaf,Dr.Mundo,LeBlanc,Corki,Ashe,Lulu,Veigar,2
Katarina,Diana,Soraka,Nunu,Gragas,Jax,Lux,Urgot,Talon,Taric,1
Miss,Caitlyn,Kog'Maw,Urgot,Dr.Mundo,Draven,Tryndamere,Shen,Shyvana,Kennen,2
Fiora,Darius,Corki,Diana,Morgana,Rammus,Poppy,Nocturne,Tristana,Brand,2
Diana,Akali,Trundle,Heimerdinger,Poppy,Irelia,Twisted,Swain,Anivia,Shen,1
Thresh,Galio,Veigar,Jayce,Urgot,Vi,Taric,Nasus,Morgana,Elise,1
Orianna,Syndra,Alistar,Diana,Leona,Karthus,Taric,Ezreal,Brand,Trundle,2
Thresh,Katarina,Varus,Urgot,Fiddlesticks,Akali,Sion,Nami,Kennen,Caitlyn,2
Singed,Cho'Gath,Nami,Skarner,Tristana,Kha'Zix,Annie,Alistar,Darius,Shyvana,2
Talon,Vayne,Twisted,Ashe,Sona,Kayle,Jarvan,Dr.Mundo,Nidalee,Fizz,1
Shen,Nunu,Brand,Rammus,Tristana,Fiora,Kayle,Morgana,Master,Kennen,2
Malphite,Talon,Shaco,Lulu,Master,Trundle,Kayle,Evelynn,Miss,Caitlyn,1
Twitch,Hecarim,Diana,Heimerdinger,Corki,Nunu,Vayne,Morgana,Jarvan,Mordekaiser,1
Irelia,Shyvana,Teemo,Corki,Kayle,Trundle,Galio,Urgot,Syndra,Twisted,1
Fiora,Viktor,Veigar,Tristana,Brand,Corki,Blitzcrank,Amumu,Caitlyn,Diana,1
Evelynn,Shyvana,Trundle,Nidalee,Thresh,Alistar,Orianna,Poppy,Cho'Gath,Dr.Mundo,1
Sona,Nami,Trundle,Vi,Evelynn,Renekton,Brand,LeBlanc,Heimerdinger,Twisted,2
Jax,Malphite,Amumu,Evelynn,Draven,Veigar,Diana,Orianna,Kassadin,Rengar,2
Veigar,Nami,Nidalee,Graves,Malphite,Lux,Janna,Fiddlesticks,Cassiopeia,Orianna,1
Alistar,Trundle,Cassiopeia,Kayle,Tristana,Diana,Akali,Orianna,Irelia,Elise,1
Lee,Kennen,Darius,Ryze,Malphite,Ezreal,Nocturne,Vi,Draven,Ashe,2
Kayle,Sona,Sivir,Ashe,Trundle,Blitzcrank,Soraka,Karthus,Fiora,Brand,1
Kayle,Tryndamere,Mordekaiser,Caitlyn,Garen,Kennen,Jax,Ryze,Nasus,Elise,1
Swain,Vi,Amumu,Twitch,Shyvana,Malphite,Kassadin,Udyr,Diana,Morgana,2
Sona,Gragas,Nasus,Rammus,Maokai,Sivir,Mordekaiser,Tryndamere,Olaf,Kassadin,1
Kennen,Vi,Corki,Alistar,Master,Nautilus,Shaco,Orianna,Shyvana,Mordekaiser,1
Annie,Lulu,Nami,Galio,Vi,Sejuani,Fiddlesticks,Ryze,Kayle,Evelynn,2
Cho'Gath,Annie,Tryndamere,Nami,Jax,Rumble,Diana,Kennen,Master,Brand,2
Singed,Malzahar,Thresh,Kog'Maw,Sona,Orianna,Kha'Zix,Heimerdinger,Shyvana,Irelia,2
Nasus,Caitlyn,Kennen,Lulu,Swain,Orianna,Lux,Karthus,Malzahar,Talon,2
Fiora,Diana,Alistar,Twitch,Shyvana,Malzahar,Kha'Zix,Brand,Malphite,Sion,2
Fiddlesticks,Sona,Diana,Brand,Master,Garen,Thresh,Elise,Malzahar,Nunu,1
Gragas,Kog'Maw,Galio,Caitlyn,Mordekaiser,Master,Thresh,Diana,Brand,Talon,1
Swain,Garen,Galio,Evelynn,Sion,Shaco,Ezreal,Ryze,Kayle,Nami,2
Karthus,Rumble,Diana,Annie,Tristana,Caitlyn,Shen,Rammus,Shyvana,Cho'Gath,2
Vi,Maokai,Tristana,Akali,Kog'Maw,Kha'Zix,Diana,Thresh,Sona,Fiora,2
Elise,Tristana,Corki,Trundle,Gragas,Anivia,Veigar,Rengar,Nami,Maokai,1
Fiora,Draven,Elise,Fiddlesticks,Brand,Twitch,Singed,Mordekaiser,Alistar,Karma,1
Fiora,Jarvan,Rammus,Kassadin,Swain,Diana,Corki,Amumu,Singed,Trundle,2
Trundle,Akali,Janna,Teemo,Rammus,Rengar,Jayce,Leona,Tristana,Gragas,1
Draven,Karma,Cassiopeia,Jayce,Nidalee,Janna,Talon,Swain,Rammus,Darius,2
Udyr,Varus,Twitch,Nami,Morgana,Fiora,Fiddlesticks,Urgot,Shyvana,Alistar,2
Garen,Nocturne,Varus,Soraka,Kassadin,Cho'Gath,Lulu,Twitch,Talon,Lux,2
Leona,Sion,Renekton,Rengar,Lux,Karma,Ezreal,Cassiopeia,Fiddlesticks,Sona,1
Sona,Nami,Cassiopeia,Cho'Gath,Mordekaiser,Karthus,Garen,Vi,Darius,Karma,1
Malphite,Fiora,Alistar,Blitzcrank,Shyvana,Thresh,Syndra,Shaco,Graves,Galio,1
Skarner,Sona,Pantheon,Nunu,Thresh,Katarina,Evelynn,Soraka,Graves,Nami,2
Diana,Kha'Zix,Katarina,Thresh,Cho'Gath,Evelynn,Riven,Veigar,Kayle,Lux,1
Nami,Lulu,Mordekaiser,Ryze,Janna,Kayle,Dr.Mundo,Twisted,Tristana,Lee,2
Skarner,Brand,Taric,Fiora,Amumu,Malzahar,Janna,Elise,Twitch,Fiddlesticks,1
Garen,Renekton,Akali,Master,Diana,Morgana,Shyvana,Talon,Taric,Irelia,2
Twisted,Amumu,Twitch,Urgot,Ashe,Sejuani,Malzahar,Kennen,Sion,Alistar,1
Soraka,Trundle,Nidalee,Akali,Galio,Annie,Vayne,Rammus,Ashe,Orianna,2
Malphite,Fiora,Sona,Thresh,Alistar,Brand,Akali,Caitlyn,Diana,Garen,2
Mordekaiser,Akali,Galio,Annie,Darius,Diana,Karma,Riven,Pantheon,Rammus,2
Lee,Shen,Fiddlesticks,Swain,Nocturne,Elise,Caitlyn,Nami,Ashe,Poppy,1
Vayne,Skarner,Swain,Twisted,Kassadin,Irelia,Mordekaiser,Shaco,Karthus,Gragas,1
Malphite,Diana,Alistar,Rammus,Kassadin,Heimerdinger,Katarina,Brand,Nunu,Urgot,1
Miss,Pantheon,Nami,Poppy,Sona,Kayle,Rumble,Trundle,Varus,Viktor,1
Shaco,Graves,Shen,Mordekaiser,Trundle,Alistar,Thresh,Shyvana,Sejuani,Morgana,1
Urgot,Kayle,Shyvana,Blitzcrank,Singed,Orianna,Vayne,Diana,Tristana,Poppy,2
Pantheon,Morgana,Renekton,Skarner,Diana,Veigar,Amumu,Brand,Shyvana,Vayne,2
